Source,Date,Author,Comment
FS2UrMAx494,08-05-2022,A.ant_Mod 🌼,อะไรเป็ดจะเยอะขนาดนี้ บัคแล้ว
FS2UrMAx494,08-05-2022,Narumon Siripat,ไอ้ต้าวเป็ด โหดจริ๊งง
FS2UrMAx494,08-05-2022,ปฟ,เขามากับดวงจริงคับ hpbd na pee HE4 มีความสุขในทุกวัน ใช้ชีวิตไปกับของที่อร่อยเลยน้า⭐️⭐️⭐️
FS2UrMAx494,08-05-2022,Onyour gg,เบิ้ดเดค่าพี่เอก อายุยืนนะคะ
FS2UrMAx494,08-05-2022,Beelzemon_n,สตรีมนี้อย่างมันส์ เป็ดทุกตา ได้ปาดตลอด ขุดโซ้ส
FS2UrMAx494,08-05-2022,markkk bammm,สมเป็นวันเกิดพี่เอกกโชคดีจริมๆเป็นเป็ดอย่างเยอะจนจะเบื่ออะไม่รู้จะเเสดงไรล่ะ5ขอบคุณที่มาสตีมนะค้าบ
FS2UrMAx494,08-05-2022,Tach Tech,โรลผู้โชคร้าย คนแรกแห่งGoose Goose Duck!
FS2UrMAx494,08-05-2022,Chalitar _ Little,วันนี้คือเป็นเป็ดแบบ 30% เลยนะ อย่างสุด 
FS2UrMAx494,08-05-2022,เอ๋มอ้ม,3:33:42 รีเอคพี่เษมดูตกใจมากก5
FS2UrMAx494,08-05-2022,Sutar,3:45:24 อู้ย~~ น้องก้าน่ารักเกินปุยมุ้ย
FS2UrMAx494,08-05-2022,Eurn Pchrk,ขอให้ทุกๆวันเป็นวันที่ดีของพี่นะคะ สู้ชีวีส TT ขอบคุณที่สร้างเสียงหัวเราะให้เสมอมาค่า :)
FS2UrMAx494,08-05-2022,Anamikasan,แหมม คนอะไรโชคดีเป็นเป็ดทั้งไลฟ์เลยย วันของเค้าแหละ😂✨✌🏻
FS2UrMAx494,08-05-2022,Piraya P,ไม่น่าเชื่อว่าจะได้เห็นพี่เอกเป็นเป็ดทุกเกมแบบนี้มาก่อน ในที่สุดก็มีวันที่เราได้วาดฝันกันไว้แล้วค่ะทุกคน
FS2UrMAx494,08-05-2022,SspP,3:32:23 คือชอบมากมิดตาพาบปาทับจัยทุกคนน่ารักมากละขำเสียงพี่เอกจาดๆ5
FS2UrMAx494,08-05-2022,Pleng Pgs🐡,ขอบคุณที่มาสตรีมน้า❤วันนี้พี่เอกรับบทคนสู้ชีวิต แต่ชีวิตสู้กลับ😭3:32:15 ชอบความพยายามและแรงสนับสนุนจากแก๊งใส่นัวมาก53:33:45 พี่เษมการละคร55มปร.น้าพี่เอก วันนี้ยังมะใช่วันของพี่กอดๆ✊📦❤💞55
FS2UrMAx494,08-05-2022,B H,เหลือจะเชื่อ เป็ดล้วนแบ้าไปแล้ว! คือตอนแรกนึกว่าชื่อคลิปดัก พอมาดูย้อนหลัง โอ้โฮ โอ้แบบ โอ้มายยก้อช คือพี่เป็ดหมดเลยจริ้ง มีหมดให้โหม๊ด คือเกมนี้ยังมีห่านป่ะนะโทดที หรือเขาปรับแพชใหม่ หรือเขาปรับเรทพี่ มันเกินไป๊ เกินไปจริงๆ
FS2UrMAx494,08-05-2022,Inwe p.,ขอสปอยสั้นๆว่าเป็ดทั้งประเทศรวมอยู่ที่สตรีมนี้แล้ว เป็นเป็ดรัวๆเลย
FS2UrMAx494,08-05-2022,ggiftsy🧁🍭,แฮปปี้เบิร์ดเดย์นะคะพี่เอก🎂🎉🥳 สุขภาพแข็งแรง อยู่ฮีลและสร้างสีสันให้พวกเราไปนานๆน๊า❤️☺️ /ดวงพี่ค่ตดีย์~ ดีย์จัด🎉👏 เป็ดล้วนๆไม่มีห่านผสมเลย🫂❤️🤤
FS2UrMAx494,08-05-2022,Atidtaya Latg1223,สุขสันต์วันเกิด​นะคะพี่เอก วันนี้มันวันของพี่จริงๆ เป็นเป็ดเยอะมาๆ 😆🎉🎉
FS2UrMAx494,08-05-2022,Pimon Mee,5 คู่รักแปะระเบิด
FS2UrMAx494,08-05-2022,Amp,สตรีมนี้คอนเทนท์ปาดเยอะจัดๆ เป็ดของจริงเลยสตรีมนี้ ขอบคุณที่มาสตรีมค่ะ
FS2UrMAx494,08-05-2022,Bawornrat Boonyuen,3:52:14 ความลับๆ
FS2UrMAx494,08-05-2022,Hathaichanok Aurpaiboon,พี่เอกเป็นเป็ดโคตรบ่อย เน็ตก็ดี เป็นโรลเท่ๆตลอด โห วันนี้เป็นวันของพี่ หนูประทับใจมาก
FS2UrMAx494,08-05-2022,D Good,"พี่เอก ได้เป็น เป็ด ทุกรอบ 🦆  ""เป็นแต่เป็ด""สวัสดิ์ วัน0:14:27, 0:47:56ระเบิด..2:17:02 2:17:16, 2:25:53, 2:52:33 2:52:432:27:26 ลิขสิทธิ์.. 2:28:23  2:28:412:30:06 มีคนตด..มือปืน..2:59:38, 3:01:31, 3:05:06, 3:05:54, 3:09:18ชีวิต, ดวง..2:59:59, 3:19:59  3:23:25, 3:26:10  3:26:46, 3:40:06  3:42:43, 3:49:033:05:54  3:06:01 ลากศพ..3:15:45 แผน..3:32:36, 3:33:44 เนียน..3:39:303:44:07  25..3:47:49 ยามี..ตุย..0:18:43, 0:26:22, 0:39:39, 0:49:42, 1:03:04, 1:12:12, 1:22:07, 1:34:55, 1:51:40, 2:13:16, 2:26:08, 2:31:47, 2:52:48, 3:09:18, 3:19:59, 3:40:06"
FS2UrMAx494,08-05-2022,แงว นี่แหละ,ตัดได้ทั้งปีอะไลฟ์นี้ พี่อาร์มเนี่ย5
FS2UrMAx494,08-05-2022,BACKPACKG9,HBD ka p HRK
FS2UrMAx494,08-05-2022,Hathaichanok Aurpaiboon,"""ไลฟ์นี้จะเป็นตำนาน"""
FS2UrMAx494,08-05-2022,Aii Lin,เป็ดตลอดเล๊ย สงสารคนอื่นมากๆโดยเฉพาะพี่ARM
FS2UrMAx494,08-05-2022,12.พีรวัสPea เฟื่องตะเคียน,เป็ดละเป็ดอีก
FS2UrMAx494,08-05-2022,Bai Fern,เย่ ขอบคุณที่มาสตรีมคับพรี่เอก
FS2UrMAx494,08-05-2022,Klinphaka Phonmahachai,เห้ยโคตรสุดเลยพี่เป็ดทั้งสตีมว่ะ
FS2UrMAx494,08-05-2022,Phirsy Rxser,เป็ดทุกตาจริงๆค่ะคนนี้ แทบไม่มีใครจับได้ เล่นได้ยาวๆ ชื่อขาวไม่เคยจับสัมผัสแต่ชื่อแดง อะไรคือตายต้นเกมเขาไม่รู้จัก ใช่ค่ะ เราหมายถึงคุณอาร์ม
FS2UrMAx494,08-05-2022,GTRM,ว้อท  ยิ่งกว่าเป็นห่านคือได้เป็นเป็ดทั้งสตรีม เหลือจะเชื่อ แล้วเป็ดอย่างคลั่ง ไทม์มิ่งฮาจัด พี่น่าจะตัดไฮไลท์เป็ดได้ทั้งปีเลย เอางี้ดีกว่า
FS2UrMAx494,08-05-2022,GK. Gakok,โหพี่ เป็นเป็ดเยอะมากอะ มากกว่าliveก่อนๆรวมกันซะอีก
FS2UrMAx494,08-05-2022,เดือนแปด,ย๊าดลู้ว ทำไมวันนี้ใันเป็นเป็ดเยอะจังอ่ะพี่ เบื่อแทนแล้วเนี่ย
FS2UrMAx494,08-05-2022,JY Park,โห้ เป็นเป็ดทั้งสตรีมเลย ดวงอย่างมา😯👍🏻
FS2UrMAx494,08-05-2022,Jack Jack,เป็นเป็ดจนเบื่อเลยสินะวันนี้
FS2UrMAx494,08-05-2022,แงว นี่แหละ,เป็นไลฟ์ที่สงสารคนในตี้มากคือแบบ พี่เอกเป็นรัว ๆ แล้วปาดยับ ๆ คนอื่นไม่ได้เล่นเลย
FS2UrMAx494,08-05-2022,Choi Jaoh,ขอบคุณที่มาสตรีมค่ะพี่ ถึงจะไม่ได้เป็นเป็ดก็ไม่เป็นไรน้า โอ๋เอ๋นะพี่ 😂
FS2UrMAx494,08-05-2022,Eggy Aya,เซ็งมากอยากดูพี่เป็นห่าน ทำไมเป็นเป็ดทั้งสตรีม
FS2UrMAx494,08-05-2022,𝐁𝐫𝐮𝐜𝐞!,ไลฟ์นี้พี่เป็นอยู่คนเดียวเลยพี่ไม่แบ่งใครเลย
FS2UrMAx494,08-05-2022,สมาย มึนมึน,พี่เอกได้เป็นเป็ดทั้งสตรีมจริงฮาน้ำตาไหล🥲🥲..
FS2UrMAx494,08-05-2022,Patiya Kosinpanyakun,พี่เอกเป็นเป็ด ขุดโซด
FS2UrMAx494,08-05-2022,Liliac,นี่มันวันอะไรกันเนี่ย เป็นเป็ดบ่อยจัดๆ ตัดไฮไลท์ได้ทั้งปีพูดเลอสุขสันต์วันเกิดย้อนหลังนะคะ ❤️🤍 พี่อามก็โรลไม่ซ้ำเลย ดวงเขามาจิง
FS2UrMAx494,08-05-2022,MyrtleMai,วันนี้คือมาจัดๆ เป็ดทั้งสตรีม 
FS2UrMAx494,08-05-2022,Color Beige18,มีเป็ด10โรล พี่เอกก็ได้เป็นเป็ดครบ10โรลอะ จิง
FS2UrMAx494,08-05-2022,PhetKanya,ไม่เป็นไรนะพี่
FS2UrMAx494,08-05-2022,เอฟฟุ,ทำไมวันนี้พี่เป็นเป็ดบ่อยจัง สุดจัด
FS2UrMAx494,08-05-2022,Inori_YukiOnna,ข้างล่างมีแต่คนโกหก
FS2UrMAx494,08-05-2022,Pum Pui,หูยย สุดยอดความเป็นเป็ดอ่ะ สุดมาก สุดจริง ไม่มีไรสุดกว่านี้ ของจริ้งง
FS2UrMAx494,08-05-2022,Aladai22,สุดยอดคั้บพี่เอก ในที่สุดก็เป็นเป็ดแล้ว
FS2UrMAx494,08-05-2022,ไอต้าว_3_ตัว,Happy birthday นะคะพี่เอ๊ก มีความสุขมากๆในทุกๆวันนะคะ ขอบคุณที่ให้ความสุขพวกเรามาตลอดน้า พี่เป็นเซฟโซนของหนูเลยน้า ขอบคุณงับ ❤️
FS2UrMAx494,08-05-2022,jame202,เป็ดสู้ชีวิต เเต่ชีวิตสู้กลับ สู้ๆพี่
FS2UrMAx494,08-05-2022,Rose_ Purin,โคตรสุดเลยพี่เกมนี้ เป็นการเป็นเป็ดที่ฆ่าโคตรมันส์ ระห่ำจัดๆ อดดูพึ่เล่นโรลอื่นเลย เจอแต่เป็ด อยากดูพี่แบบแคนาเดียน เซเลบ นักสืบบ้างไรงี้อ่ะ โห. เจอแต่เป็ด
FS2UrMAx494,08-05-2022,Buss Budsarakam,วันนี้เป็นเป็ดโครตจะเยอะ ดวงดีแบบ 300%
FS2UrMAx494,08-05-2022,Aka Ka,สุดจัด เป็นเป็ดอย่างเยอะเลยคลิปนี้ เท่าที่ดูมาวันนี้คือเยอะสุดละ เยอะมากๆเยอะจัดๆเลยอะ
FS2UrMAx494,08-05-2022,EnChez,ผมร้องเพลงวันเกิดให้พี่ในช่องแต่คอมไม่ค่อยดีเลยตัดคลิปช้าวันทั้งวัน หวังว่าจะลงคลิปทัน แต่ก็ไม่ทัน ไม่เป็นไรครับ แฮปปี้เบิร์ดเดย์นะครับพี่ทำคลิปสนุกๆไปนานๆนะครับ
FS2UrMAx494,08-05-2022,evejangja,เป็นเป็ดทั้งสตรีมเลยวันนี้ ค่ดสุด! ทุกนาทีมีแต่เป็ดเลย
FS2UrMAx494,08-05-2022,MiNiXavier,ไลฟ์วันนี้คือเดอะเบส ได้เป็นเป็ดเยอะกว่านี้ไม่มีอีกแล้ว เพราะพี่เอกคือคนใดที่ถูกเจียว
FS2UrMAx494,08-05-2022,S Michaelis,เป็นครั้งแรกเลยนะครับที่พี่เอกเป็นเป็ดทั้งสตรีม บ้าจริงวันเกิดอ่ะเนอะดวงเป็ดกำลังขึ้นกำลังมาเลยดูโซงละ ไม่เคยเห็นพี่เอกเป็นเป็ดเยอะขนาดนี้มาก่อนเลยครับ
FS2UrMAx494,08-05-2022,p. Palis,ชื่อแดงแบบไม่เห็นขาวเลยพี่สุดยอด กวงวันนี้
FS2UrMAx494,08-05-2022,Ploy Pat'rin,17:38-3:53:54 เป็ดหมดเลยอ่ะ ปีของพี่เขาจริงๆ
FS2UrMAx494,08-05-2022,Roseapple cc,ในที่สุดพี่ก็ได้โรลเป็ดไปตัดคลิปแล้ว ตัดได้ถึงสิ้นปีเลย เป็นเยอะมากเป็น30ปีที่ดวงดีสุดๆ
FS2UrMAx494,08-05-2022,superb,timestamp แบบไม่ได้เตี๊ยม : 0:00-3:54:29 เป็ด
FS2UrMAx494,08-05-2022,Ty Wee,สตีมนี้คือสู้ชีวิตสุด🥹
FS2UrMAx494,08-05-2022,Rosemew,เป็นไลฟ์ที่มันส์มากค่ะ ฆ่าโหดไม่แบ่งใคร ปาดแบบรัวๆ ปาดไม่หยุด สุดยอดไลฟ์เกมเป็ดแห่งปี ใครไม่ดูไลฟ์เกมนี้พลาดมาก
FS2UrMAx494,08-05-2022,julyishap,ในที่สุดชื่อสตรีมก็ไม่แกงพี่แกแล้วเพราะเป็ดทั้งเกมของจริงเลยวันนี้ พี่เอกเค้ามากับดวงจริงๆ 👍🏻👍🏻
FS2UrMAx494,08-05-2022,Nesu น้องเมล,เป็นเป็ดเยอะมากพี่เอก😂 ไร้ความเค็มเลย.(ไม่เป็นไรนะพี่เอก รอบหน้าไม่เกลือแน่นอน🥺)
FS2UrMAx494,08-05-2022,𝗦𝗶𝗠'𝙅𝙋𝟮𝟭𝟬𝟱,Birthday = No✗Bad day = Yes✓
FS2UrMAx494,08-05-2022,pcn pcn,เป็ดทั้งสตรีมค้าบบ ไม่ต้องเลื่อนหาเลย✌️✌️✌️✌️✌️
FS2UrMAx494,08-05-2022,Saikhim S,พี่เอกเป็ดทั้งคืนเลย สุดจัดด ไม่เชื่อดูย้อนเลยย 
FS2UrMAx494,08-05-2022,-FANTASY PAINT-,วันนี้พี่ดวงดีมาก เป็นห่านแค่3ตาเอง ดวงทั้งปีหมดแล้วมั้ง พี่อาร์มอิจฉาแล้วได้เป็นแต่ห่านตลอด🤣
FS2UrMAx494,08-05-2022,フライドチキン-☆,วันนี้โคตรสุดมา ก็เป็ดทั้งสตรีมไปเลยดิค้าบ
FS2UrMAx494,08-05-2022,G.tatatae,รอบนี้เป็ดบ่อยมาก5 มหากาพย์ จนคิดว่าหลงสตรีมมารึเปล่า ปาดแปร้ดสมใจเลยนะพี่เอก
FS2UrMAx494,08-05-2022,BB. Baitoey,สตรีมนี้พี่เอกเล่นเป็ดโหดมากปาดแปร๊ดอย่างคม เล่นเก่งมากจริงๆสุดยอดคนๆนี้
FS2UrMAx494,08-05-2022,thida 19,วันนี้พี่เอกสุดยอดมาก! ขอบคุณที่มาสตรีมนะคะ 
FS2UrMAx494,08-05-2022,FAREEN K.,ไลฟ์นี้พี่เอกเป็นเป็ดเยอะมาก บอกเลย สุขสันต์วันเกิดนะค้าบพี่เอกขอให้ทั้งปีของพี่เอกมีแต่สิ่งดีๆนะค้าบ เฮ้ย! พี่เอกแม้งเป็นเป็ดทุกตาเลย
FS2UrMAx494,08-05-2022,LuCky St3lla,ต้องทำบุญมาขนาดไหนถึงเป็นได้ทุกตาขนาดนี้ บ้าบอที่สุด
FS2UrMAx494,08-05-2022,PP,ไลฟ์นี้มาเพื่อเป็นเป็ดจริงๆ จะเกมไหนก็เป็นเป็ด พี่เอกสุดยอดราชาเป็ด
FS2UrMAx494,08-05-2022,Panyawat,เห็นแล้วหงุดหงิดแทนเลยจริงๆคนอะไรจะโชคดีกว่านี้ไม่มีอีกแล้วคนโชคดีกว่านี้มีอีกไหม5
FS2UrMAx494,08-05-2022,Parmesan Ci,เพิ่งเคยเห็นพี่เอกเป็นเป็ดเยอะขนาดนี้ คนดูย้อนไม่ต้องลุ้นแล้วนะ พี่เอกเป็นเป็ดทุกตาๆ
FS2UrMAx494,08-05-2022,จุฑาทิพย์ 026,เป็นเป็ดอย่างบ่อยเลยพี่ดวงดีไปไหน
FS2UrMAx494,08-05-2022,Poonyanuch KW,วันนี้สุดเกิ้น ดวงเป็ดมาอย่างต่อเนื่อง สนุกมากเลยพี่เอก ขอบคุณที่มาสตรีมนะค่า ฝันดีราตรีสวัสดิ์งับบ 
FS2UrMAx494,08-05-2022,Pairod,ขอบคุณที่มาสร้างเสียงหัวเราะในวันนี้นะครับ ขอบคุณที่มาสตรีมครับวันนี้ ยังไงก็พักผ่อนเยอะๆ นะครับ
FS2UrMAx494,08-05-2022,Mhasao,พี่เอกโคตรเทพเลยค้าบ เป็นแต่เป็ดโอกาสหลุดเรทน้อยเกิน อิจจุง
FS2UrMAx494,08-05-2022,Extra f.,วันนี้พี่เอกแทบไม่ได้แตะเควสเลยบ้าจริง เป็นแต่เป็ด ไม่เป็นไรนะคะพี่เอก 
FS2UrMAx494,08-05-2022,zell zen,สุดยอดมากพี่เอก อีพีนี้สนุกมากกๆๆ เป็นเป็ดทั้งสตรีมเลย เย้!! ขอบคุณที่มาสตรีมค้าบ
FS2UrMAx494,08-05-2022,018 Chayada Srisoi,ยอมใจเลยสตรีมนี้เป็นเป็ดเยอะมาก ฆ่ารัวๆมันส์มือสุดๆ เหมือนเป็นของขวัญเนื่องในวันเกิดพี่เอกอะ เพราะพี่เอกอยากเป็นเป็ดมาก สตรีมนี้ได้เป็นสมใจ สนุกมากค่ะ ขอบคุณที่มาสตรีมนะคะ อย่าลืมพักผ่อนเยอะๆน้า
FS2UrMAx494,08-05-2022,myg_,มากับเป็ดจริงๆคนๆนี้ เป็ดไม่พัก ขุดโซสขอบคุณที่มาสตรีมค้าบบ พักผ่อนดื่มน้ำเยอะๆนะค้าบ
FS2UrMAx494,08-05-2022,SspP,ถึงคลิปนี้จะเป็นเป็ดน้อย แต่น้องก็สนุกเหมือนเดิมน้า บางช็อตขำจนน้ำตาเล็ด  ep.หน้าเป็ดรัวๆแน่นอน!! ไว้น้องไปทำบุญให้(เดี๋ยวๆ)
FS2UrMAx494,08-05-2022,Thanaphon Saikrathok,เป็ดแทบทุกเกมส์ ดีจัด อิจฉาดวงพี่เลยค่ะ
FS2UrMAx494,08-05-2022,name Mena,เป็นแต่เป็ดเลยพี่เอกวันนี้วันดีอ่ย5เป็นเป็ดทั้งเกมแบ่งๆคนอื่นบ้างก็ได้นะคะ😂😂
FS2UrMAx494,08-05-2022,kapaste01,ช่วงนี้รู้สึกเซงชีวิตมากค่ะแต่พอดูสตรีมพี่เอกแล้วก้รู้สึกว่าพี่สู้ชีวิตมากถึงจะโดนชีวิตสู้กลับทุกทีก้เถอะ5 ขอบคุณที่มาสตรีมน้าคะ ขอให้หลังจากนี้ไปเป็นวันที่ดีทั้งปีเลยค่ะ :3
FS2UrMAx494,08-05-2022,ชนากานต์ สถานสุข,สตรีมนี้พี่เอกคือโคตรจะเป็ดเลย ตัดไฮไลต์ได้ทั้งปีเลยพี่
FS2UrMAx494,08-05-2022,CinDer,พิเอกเป็ดรัวมาก เป็นทุกตาไม่เกินจิง 🫣🥹  HBD อีกรอบนะค้าบบ มีความสุขมากๆน๊าา 🤍✨
FS2UrMAx494,08-05-2022,PAIRRY K,สตรีมนี้พี่เอกสุดมาก เป็นเป็ดที่สุดจัดเลย
FS2UrMAx494,08-05-2022,Tobio chan,เฮ้ย แล้วชื่อคลิปแก้เคล็ดจริง พี่เอกเป็นเป็ดทุกตาสมใจอยาก อย่างกับล็อคโรลเป็ดให้พี่ในคลิปนี้ สุดยอดๆ
FS2UrMAx494,08-05-2022,ลักยิ้ม บุญลาด,ฝันดีฮ่ะตาดอก ขอบคุณที่มาสตีมค้าบ🌙
FS2UrMAx494,08-05-2022,Jantira Machai,สุขสันต์วันเกิดนะพี่เป็นปีที่โชคดีมากได้เป็นเป็ดทุกตาเลย❕
FS2UrMAx494,08-05-2022,ภัทรพงศ์ ธรรมเสนีย์,30ปีวันแรกก็ดวงเป็ดมาแบบรัวๆเลยย​ เอาว๊า. อย่างที่บอกแหละ​นะทุกคน
FS2UrMAx494,08-05-2022,cut scene,เป็นเป็ดเยอะไปไหม5 วันนี้มือขึ้นแน่ๆ เป็นห่านบ้างก็ได้ สตรีมนี้คือมือพี่ต้องเปื้อน
FS2UrMAx494,08-05-2022,InLay D.S,คอนเท้น HRK วันนี้คือ อย่าลืมตักบาตรทำบุญบางนะครับวันนี้น้อง HRK โดนบุลี้จากรอบด้านจริงๆนะครับ ไม่ว่าจากเพื่อนห่าน เพื่อนเป็ด หรือแม้แต่เน็ทยังทำร้ายน้องเองเลยสงสารสุดละรอบนี้ จะเก็บจะไปฟันร้ายไม่แปลกเลยครับ
FS2UrMAx494,08-05-2022,Pear Sisky,สตรีมนี้นะคะ บอกเลยว่าเป็ดมาแบบเน้นๆ รัวๆ เป็ดทุกตา ดูได้ยาวๆแบบไม่ต้องสคิปเลย จัดปุยค่ะ!
FS2UrMAx494,08-05-2022,Vichita Rojwattanasiri,แฮปปี้เบิดเดย์นะคะพี่เอก🦢
FS2UrMAx494,08-05-2022,PIIC,โหววพี่เอกเป็นเป็ดบ่อยจัด  ส่วนพี่อาร์มโรลเกลือทั้งเกมเลย🤣
FS2UrMAx494,08-05-2022,A-Mu Kun,พี่เอกวันนี้อย่าออกจากบ้านนะพี่
FS2UrMAx494,08-05-2022,Atikarn CHAIYANUPONG,โรลเป็ด0:00 - 3:53:53เป็ดทุกรอบ ไม่โกหก วันนี้พี่เอกดวงดีมาก
FS2UrMAx494,08-05-2022,na ni,0:00:00-3:53:46 เป็ดทั้งสตรีมอย่างมันส์
FS2UrMAx494,08-05-2022,yourmefay,เป็นสตรีมแห่งตำนานมากๆ พี่เอกเป็นเป็ดหมดเลย ทำได้ไงง
FS2UrMAx494,08-05-2022,MonoRin,พี่เอกเป็นเป็ดทั้งสตรีมเลย โคตรสุด 
FS2UrMAx494,08-05-2022,bananabogbog,เป็ดไม่พักเลย
FS2UrMAx494,08-05-2022,v. terana,พี่เอก สุขสันต์วันเกิดนะค้าา ขอให้พีมีความสุข สมบูรณ์แข็งแรงนะคะ คิคิ
FS2UrMAx494,08-05-2022,26favx,ขอบคุณที่มาสตรีมค้าบ ทีมย้อนหลังมาอย่างไว🙌🏻
FS2UrMAx494,08-05-2022,Bussaba la,ทำบุญวัดไหนเนี่ยพี่ คือแบบเป็ดแบบเป็ดเลยอ่ะ
FS2UrMAx494,08-05-2022,Little Baby,ไม่เป็นไรนะพี่ วันนี้สนุกมากๆพอแล้ว กอดนะคะพี่เอก มีความสุขกับชีวิตให้มากๆค่ะ แฮปปี้เบิร์ดเดย์ 🥹❤️‍🔥🤏🏻
FS2UrMAx494,08-05-2022,Yoruko Hoshino,สุขสันต์วันเกิดนะพี่เอก คอมเมนท์ในสตรีมไม่ได้ ยังไม่ได้ต่ออายุสมาชิก -.- ถือว่าฟาดเคราะห์ไปในเกมแล้วนะ 5+
FS2UrMAx494,08-05-2022,taeyeonnnnnn,พี่เอกสู้ชีวิต แต่ชีวิตสู้กลับหนักมาก สงสาร
FS2UrMAx494,08-05-2022,ชนากานต์ สถานสุข,โอ้วโห้วว เป็นเป็ดทั้งสตีมเลย สุดจัดดเลย
FS2UrMAx494,08-05-2022,SAINTBASKET,ปีชงรึป่าวพี่เอก ไม่รู้จะสงสารหรือขำดี 5  ขอบคุณที่มาสตรีมครับ
FS2UrMAx494,08-05-2022,Louis Error,เป็ดทั้งสตรีมอันนี้​
FS2UrMAx494,08-05-2022,PM 2.5,สตีมนี้เป็นเป็ดเยอะมากกว่าสตีมอื้นอีก
FS2UrMAx494,08-05-2022,hahncell,เป็ดเดือดๆเลยวันนี้ ขุดโซด
FS2UrMAx494,08-05-2022,35 สิริกาญจน์ หิรัญโกย,เป็นเป็ดทั้งสตรีมเลย วันนี้ดวงดีจัด
FS2UrMAx494,08-05-2022,Jantira Machai,เป็นไลฟ์ที่เอ็นดูพี่เอกมาก5ได้เป็นเป็ดทุกตาเลยพี่!
FS2UrMAx494,08-05-2022,ᴠɪᴇᴡ_♡,เอาว้าเป็ดทั้งไลฟ์โชคดีจัดเลอ
FS2UrMAx494,08-05-2022,T K,สุขสันต์วันเกิดนะพี่เอก แม้ไลฟ์นี้พี่จะสู้ชีวิต แต่ชีวิตสู้กลับพี่ไม่พักเลย5 รักพี่นะคะ เลิฟน้า ใดๆคือ พี่เอกเป็นเป็ดทุกเกมนะทุกคน! ย้ำเป็ดทุกเกม! (HRK เป็ดสู้ชีวิต)
FS2UrMAx494,08-05-2022,Yanisa Chaovalit,กอดๆโอ๋ๆนะคับพี่ฮือ อาจจะไม่ใช่วันของพี่จริงๆ แต่ ขอบคุณที่มาสตรีม !!
FS2UrMAx494,08-05-2022,Benjarat. PSW.,ดวงดีจั๊ดเลย5 สู้ๆพี่เอก
FS2UrMAx494,08-05-2022,ユリオ - YURIO,1:34:28  โห พี่เอกปาด5คนเลยหรอ โคตรเท่🔥
FS2UrMAx494,08-05-2022,Hac K,วันนี้พี่เอกได้เป็นเป็ดเยอะมาก ตัดไฮไลต์กันไม่ไหวเลยทีนี้🤣🤣
FS2UrMAx494,08-05-2022,NS kongsain,สตรีมวันนี้เป็นแต่เป็ดอ่าสุดยอดไปโลย คอนเท้นจัดๆ5
FS2UrMAx494,08-05-2022,Praew praew,ละเป็นเป็ดทั้งสตรีมได้ไง
FS2UrMAx494,08-05-2022,Ineedsomelight,วันนี้สนุกมากค่ะ ได้เป็นเป็ดสมใจแล้ว 😂
FS2UrMAx494,08-05-2022,Suthima Sapachai,เอาว้า เกมนี้เป็ดทั้งเกมอะ ดวงของพี่จริงๆ5
FS2UrMAx494,08-05-2022,Hi Yoo,"นิยามของพี่เอกในสตีมนี้ก็คือ ""กุสู้ชีวิต แต่ชีวิตสู้กลับ"" 5"
FS2UrMAx494,08-05-2022,1song 4you,อย่างมาวันนี้ เป็นเป็ดอย่างเยอะเลยพี่เอก โคตรโหดค้าบ 👍🏼👍🏼👍🏼
FS2UrMAx494,08-05-2022,ยาดมวาเป็ก,เล่นเป็ดอย่างโหด 
FS2UrMAx494,08-05-2022,MOONYBASER,รอ time stamp เลยครับ สตรีมแห่งการเป็นเป็ด
FS2UrMAx494,08-05-2022,Pakkadd HRK,เกลือกว่านี้ไม่มีอีกแล้ว มุแง้ พักผ่อนเยอะๆน๊า เอนหลังกัน ขอบคุณที่มาสตรีมค้าบโผม 
FS2UrMAx494,08-05-2022,Pxchy,โห่ ของจริงง 🦆
FS2UrMAx494,08-05-2022,Anbu Kun,เป็นไลฟ์ที่เป็นเป็ดเยอะมาก คือสู้ชีวิตมาก แต่ชีวิตคือเรียกเพื่อนมารุม 😂 HBD ครับผม
FS2UrMAx494,08-05-2022,Antiya Muenban,เป็ดของจริง
FS2UrMAx494,08-05-2022,dns s,เอาจริงสตรีมนี้เป็นเป็ดเผื่อทั้งปีละมั้ง เกินอะ5
FS2UrMAx494,08-05-2022,ชอยอ หัวใจ พี่เอก,สิ่งเดียวที่เราจะทำให้พี่เอกได้คือการที่บอกว่า พี่เอกเป็นเป็ดทุกคลิป
FS2UrMAx494,08-05-2022,xxIts PT,พี่ได้เป็ดบ่อยเกินไปแล้ว
FS2UrMAx494,08-05-2022,obst srsn,พี่เอกเป็นเป็ดเยอะมากเกมนี้!
FS2UrMAx494,08-05-2022,Kitty Cute,แฮปปี้เบิร์ธเดย์ค่ะพี่เอกก
FS2UrMAx494,08-05-2022,Name Last,ดวงเค้ามาว่ะเป็ด20ตาโคตาราสูด
FS2UrMAx494,08-05-2022,ShicKabooboo,เป็ดล้วนๆไม่มีห่านผสมค่ะไลฟ์นี้❗️❗️❗️
FS2UrMAx494,08-05-2022,imghxst,พาร์ทนี้อเมซิ่งมาก5 พี่เอกเป็นเป็ดบ่อยจัดเลย ขอบคุณที่มาสตรีมครับ!
FS2UrMAx494,08-05-2022,Mee Dumm 45,พี่เอกเป็นเป็ดทุกรอบเลย สุดจ๊าด วันนี้นัวสุดของจริงค้าบ หนุกมาก
